Wall time,Step,Value,Smoothed Value
1719732563.5128949,113,0.5638259629401913,0.522639720610568
1719732565.773483,114,-0.24955653961158142,0.1443659709824045
1719732567.1451483,117,0.5348095330595203,0.2445047688229669
1719732595.5452724,152,0.6684700856962015,0.3311719249830441
1719732648.1299987,217,-0.3656913006592821,0.1799323322536885
1719732649.2508874,217,-0.3818951165776655,0.0817697774155512
1719732653.9104598,222,-0.07802310393602631,0.0664874636784696
1719732659.8638935,232,0.34319519313676006,0.1143456678859209
1719732678.2611175,252,0.3927860556963775,0.1510984344767191
1719732701.7907262,283,0.46498486930530836,0.1858399249446782
1719732703.3877056,285,0.3137682046265826,0.2001946309086474
1719732725.369992,314,0.25574969645231804,0.2006490358945575
1719732725.0474937,314,-0.25558585160696057,0.1688445540203846
1719732726.5181193,315,-0.3062837500316772,0.1366356345913035
1719732739.0412526,327,0.49173768370927406,0.1563008076220108
1719732748.1389272,341,-0.12673258853235525,0.1386202129944302
1719732749.3674219,343,-0.021199695057122256,0.1248699712288154
1719732745.236477,344,-0.08967728354559468,0.1065413225927158
1719732754.7276595,354,-0.2945206381088377,0.0887699522013414
1719732760.328561,356,0.1890815867386604,0.0992994568442284
1719732769.529974,371,0.4164432443256235,0.1143750269881662
1719732774.6693234,373,-0.07196113729396564,0.1016460545156297
1719732774.9641178,374,-0.5071944848155379,0.0713638094994969
1719732802.6765697,415,0.26777074266303647,0.0845540197418252
1719732804.1842954,416,0.04494201734793077,0.0836121922809921
1719732821.116083,433,0.5242769244167265,0.1069185656886374
1719732817.5890012,434,-0.4955143475104685,0.0833357062414312
1719732829.6382437,448,0.4523789347835596,0.099629966192451
1719732831.7305844,450,0.37570509134219854,0.1135588455137019
1719732844.3881962,462,0.24212509073901287,0.1188452104768341
1719732843.4431705,463,0.4502485486358996,0.1255731633748477
1719732848.0849721,464,-0.291419817969813,0.1136428725961927
1719732848.1434915,471,0.0307870882983734,0.1193189322494706
1719732905.967563,541,0.863195205401468,0.131649983472133
1719732956.755199,605,-0.6023188440000797,0.1118718977173681
1719733008.9404585,669,-0.10346896453910287,0.1011660816490417
1719733061.2647705,733,-0.17740999800773155,0.0908430773893381
1719733109.741426,797,0.03932643310776496,0.1007113405844678
1719733261.8122818,989,0.10165045852023713,0.1032319394485518
1719733314.0749266,1053,0.4082844447928333,0.113497097236635
1719733408.2582312,1181,0.04858386126048253,0.1198086134721535
1719733510.6297839,1309,0.47805905129553583,0.1184889018630346
1719733562.5497203,1373,-0.04133679144616448,0.1059284609744584
1719733615.6958578,1437,-0.5168521818840255,0.0945565009031043
1719733666.3608193,1501,0.3733617752527605,0.1066493826346488
