Wall time,Step,Value
1718816232.9581242,63,0.42857883602026237
1718816245.4133945,94,0.6568696022773398
1718816289.9773693,203,0.5931382714395635
1718816289.6430855,205,0.20695645100281754
1718816311.704075,255,0.42782804992091317
1718816310.8037412,256,-0.3933122737057938
1718816316.980997,271,0.21880138356643372
1718816321.8428235,280,0.3194873032011296
1718816324.9405146,288,0.05689289440596773
1718816328.1422489,296,0.18792861336832964
1718816328.6730607,297,-0.36906742922002833
1718816348.4356794,345,0.3991254656552322
1718816358.3789217,373,0.37709415179922134
1718816358.7609563,374,-0.8790028281919903
1718816361.8917422,378,0.07806553252731552
1718816361.6839664,379,-0.18092844082464565
1718816360.957251,380,-0.48014159853023086
1718816393.5766702,460,0.6416954249003982
1718816445.8733861,588,0.5718317514397999
1718816450.6449928,601,0.4572542733122622
1718816465.1781619,633,0.5288430072744937
1718816463.9634483,634,-0.42407117930119176
1718816478.1651177,669,0.6413502431758467
1718816514.092026,756,0.491403094909995
1718816516.0414627,757,-0.3509011140111844
1718816560.7092786,868,0.5327001636623783
1718816560.4488108,873,0.040675695847569526
1718816574.3315454,903,0.5056564018739064
1718816573.6866407,904,-0.24177802760455014
1718816591.3296678,943,0.5629175387964531
1718816595.378724,953,0.22380941256415277
1718816595.794725,954,-0.2146285713893456
1718816594.1492748,955,0.059450532734739436
1718816603.0317717,972,0.6982524709463476
1718816613.2492118,1000,0.28540595846894634
1718816665.183544,1128,0.6532112710071232
1718816715.1320343,1256,0.7188820795533206
1718816766.253517,1384,0.3941337462363035
1718816818.0988955,1512,0.755184127786789
1718816860.3898206,1640,-0.649274527113246
1718816912.8765604,1768,0.8315204056000001
1718816962.129868,1896,0.024938934742611107
1718817011.935308,2024,0.5305605279548473
1718817062.5580382,2152,0.8039895770012739
1718817112.8733873,2280,0.7273305725683403
1718817167.2957258,2408,0.8387496594345123
1718817214.7455466,2536,-0.16690643819764606
1718817268.0853565,2664,0.2464587856567546
1718817321.3990679,2792,0.8581261686795867
1718817369.5163164,2920,0.18013653319676426
1718817419.686074,3048,0.6048859205390544
1718817464.1023693,3176,0.025036074931469865
1718817513.30289,3304,0.5458617070971579
1718817564.1315045,3432,0.321546729723157
1718817616.9521627,3560,1.0100083365020818
1718817669.5884576,3688,0.5162351806664853
1718817714.372038,3816,0.3179356711698994
1718817764.3296838,3944,0.8437599428123448
1718817808.8339496,4072,0.3560117194858996
1718817858.648153,4200,-0.08835128127097419
1718817910.4551983,4328,0.02383138519745609
1718817962.993788,4456,0.20808696035482666
1718818010.2871764,4584,-0.11098854058676089
1718818056.1682944,4712,0.3807046043870963
1718818108.6998703,4840,0.5310569995127103
1718818161.1366503,4968,0.22367470567737802
1718818209.4732425,5096,-0.23369913416429633
1718818261.9750073,5224,0.15339173479435542
1718818313.3358443,5352,-0.015447816550044569
1718818366.6201324,5480,0.9169908199585977
1718818417.4221065,5608,0.44218155869671805
1718818469.9665866,5736,0.04507491398075292
1718818522.838654,5864,1.0685094705768345
1718818569.972887,5992,0.5059460295422065
1718818622.6617632,6120,0.0020976978116562517
1718818675.5525393,6248,0.0798249607693664
1718818720.3479373,6376,-0.5339822701537195
1718818771.5507076,6504,0.4191031871930917
1718818827.13271,6632,0.31772359520556215
1718818879.5152647,6760,0.3769289770047708
1718818931.8843954,6888,0.08060697669683115
1718818976.7935197,7016,0.5447776645533975
1718819024.9811058,7144,-0.27852809085649366
1718819071.284689,7272,0.14318295390175673
1718819115.911147,7400,-0.006177597190974327
1718819166.2957833,7528,0.36406916897529895
1718819216.2175188,7656,0.265822177069607
1718819269.3199773,7784,0.8448421010889735
1718819321.9364195,7912,0.7336014630125014
1718819370.898376,8040,0.2467959008777676
1718819421.980464,8168,0.055053509094313946
1718819473.154359,8296,0.13669890478480773
1718819524.089954,8424,0.4584862017134317
1718819576.5091848,8552,0.38448778328360267
1718819629.1241827,8680,0.5479056470517567
1718819676.2425344,8808,0.2760958233911889
1718819726.1182055,8936,0.5685620848486925
1718819777.4810214,9064,0.4154620652640746
1718819825.1461823,9192,-0.04391061907057631
1718819874.4357827,9320,-0.21813414368993933
1718819926.4121606,9448,0.741130474568819
1718819977.277396,9576,0.017102978098521238
1718820030.4451382,9704,0.4760324217332692
1718820082.763086,9832,0.8680738957649141
1718820133.9274247,9960,0.23228521845545935
1718820187.5971947,10088,0.2026460204238718
1718820239.4207776,10216,0.07486311200969809
1718820289.9765174,10344,0.6636307196307054
1718820340.7441077,10472,1.054302288194784
1718820392.180775,10600,0.6721250826047871
1718820444.3301542,10728,0.2313245068423142
1718820498.4006608,10856,0.40873187715645876
1718820550.0902088,10984,0.8151441758291327
1718820601.3383484,11112,0.4185035383511182
1718820654.3615243,11240,0.228345168247015
1718820700.3585718,11368,-0.2708882391747421
1718820752.835214,11496,0.7283596317515149
1718820802.8737347,11624,0.609759018672579
1718820851.0309575,11752,0.5547914529712406
1718820903.152694,11880,0.03610665104815114
1718820954.1813672,12008,0.019714290569681214
1718821007.7947874,12136,0.8340521634274052
1718821058.746685,12264,0.6937143618924448
1718821109.8999062,12392,0.7763044369495753
1718821159.1825998,12520,0.08107961154081278
1718821211.780091,12648,0.6095804562283802
1718821263.8959491,12776,0.36210161211149117
1718821314.7675765,12904,0.18929043933218237
1718821365.4932346,13032,0.6359247567569108
1718821415.0708523,13160,0.4231087493902338
1718821467.4941816,13288,0.8188990511097676
1718821517.2882888,13416,0.6228657818370227
1718821570.0793726,13544,0.6821457612686632
1718821618.9787972,13672,0.6573890310679349
1718821669.9235592,13800,-0.0902828069858444
1718821722.0292804,13928,0.8069302104018168
1718821764.680578,14056,-0.04405593811514463
1718821811.3285518,14184,-0.2891472013822739
1718821855.9430711,14312,-0.19730763760422704
1718821906.7694347,14440,0.21813950880164645
1718821952.2644503,14568,-0.07700373269675742
1718821999.6709306,14696,-0.1149905178136984
1718822050.5292015,14824,0.36375533070196986
1718822101.1655157,14952,0.40900209882257277
1718822154.1553512,15080,0.8669882642588516
1718822206.4982946,15208,0.4781246386559017
1718822256.0879636,15336,0.19928560565930176
1718822308.6391838,15464,0.934493583077689
1718822360.2048452,15592,0.3838823507937965
1718822410.9898248,15720,0.7222891122187711
1718822462.4907808,15848,0.18566129868037706
1718822511.4330592,15976,0.11447958518863022
1718822559.6538818,16104,0.602858875380152
1718822612.6028154,16232,0.0584605615330509
1718822662.8724973,16360,0.308840406622532
1718822714.7573562,16488,0.565364598848066
1718822765.7678096,16616,0.7217762523655591
1718822810.422356,16744,-0.1322934732207241
1718822865.0953524,16872,0.6033166657040572
1718822911.8916342,17000,-0.08095369102336619
1718822962.3755152,17128,0.8421700748293692
1718823012.6278732,17256,0.5148078483309435
1718823064.9799893,17384,0.7250431247059956
1718823115.994117,17512,0.7361164047786337
1718823169.5716197,17640,0.9401437867838545
1718823218.045511,17768,0.06768236119394455
1718823262.509946,17896,0.4537832312178548
1718823311.2422032,18024,0.4831445730359347
1718823357.1361895,18152,0.15835483295087038
1718823403.119943,18280,-0.05353700256615235
1718823454.3216686,18408,0.6447582215945522
1718823505.725707,18536,0.11941096395910367
1718823558.420199,18664,0.6245244633950204
1718823604.710954,18792,0.34385985483278503
1718823657.0194876,18920,0.3001321301359574
1718823706.7935126,19048,0.48754817057274014
1718823758.5633192,19176,0.5378659370625201
1718823812.6240242,19304,0.14137480076884457
1718823862.3358655,19432,0.7695381382339421
1718823915.98467,19560,0.7157965314543719
1718823966.0093713,19688,0.35426058707438624
1718824017.8347619,19816,0.8470164720541704
1718824067.2368302,19944,0.5203841312793236
1718824121.1027,20072,0.2536887874309668
1718824169.294716,20200,0.5075790547016348
1718824218.037393,20328,0.5859194593253196
1718824266.3906977,20456,0.011583746862040667
1718824317.328387,20584,0.5001825363696786
1718824370.483981,20712,0.22585979221757002
1718824423.0215993,20840,0.2398679660014521
1718824470.4234316,20968,0.6039115233611754
1718824518.8552139,21096,0.44518667938016554
1718824569.8423293,21224,0.9184564259547023
1718824617.6395414,21352,-0.26514100821494396
1718824669.5968206,21480,0.4995865762749041
1718824720.8064797,21608,0.7778365762501647
1718824768.0262556,21736,-0.03576279114763653
1718824820.7272348,21864,0.2570981668776945
1718824869.212988,21992,0.4065299286316437
